id,split,image_path,question,choices,num_choices,answer,subject,grade,topic,category,skill,context_group,difficulty_score
val_00839,val,images/val/val_00839.png,What can Brody and Kelly trade to each get what they want?,"[""Kelly can trade her broccoli for Brody's oranges."", ""Kelly can trade her almonds for Brody's tomatoes."", ""Brody can trade his tomatoes for Kelly's broccoli."", ""Brody can trade his tomatoes for Kelly's carrots.""]",4,2,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
train_10882,train,images/train/train_10882.png,What can Erin and Vivian trade to each get what they want?,"[""Erin can trade her tomatoes for Vivian's broccoli."", ""Vivian can trade her almonds for Erin's tomatoes."", ""Erin can trade her tomatoes for Vivian's carrots."", ""Vivian can trade her broccoli for Erin's oranges.""]",4,0,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
train_12427,train,images/train/train_12427.png,What can Patty and Tisha trade to each get what they want?,"[""Tisha can trade her broccoli for Patty's oranges."", ""Patty can trade her tomatoes for Tisha's broccoli."", ""Tisha can trade her almonds for Patty's tomatoes."", ""Patty can trade her tomatoes for Tisha's carrots.""]",4,1,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
train_05196,train,images/train/train_05196.png,What can Sarah and Carla trade to each get what they want?,"[""Sarah can trade her tomatoes for Carla's carrots."", ""Carla can trade her broccoli for Sarah's oranges."", ""Sarah can trade her tomatoes for Carla's broccoli."", ""Carla can trade her almonds for Sarah's tomatoes.""]",4,2,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
train_05349,train,images/train/train_05349.png,What can Larry and Emily trade to each get what they want?,"[""Larry can trade his tomatoes for Emily's broccoli."", ""Emily can trade her almonds for Larry's tomatoes."", ""Larry can trade his tomatoes for Emily's carrots."", ""Emily can trade her broccoli for Larry's oranges.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
train_10745,train,images/train/train_10745.png,What can Kevin and Emily trade to each get what they want?,"[""Kevin can trade his tomatoes for Emily's carrots."", ""Kevin can trade his tomatoes for Emily's broccoli."", ""Emily can trade her broccoli for Kevin's oranges."", ""Emily can trade her almonds for Kevin's tomatoes.""]",4,1,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
train_00271,train,images/train/train_00271.png,What can Abdul and Elise trade to each get what they want?,"[""Abdul can trade his tomatoes for Elise's carrots."", ""Elise can trade her broccoli for Abdul's oranges."", ""Elise can trade her almonds for Abdul's tomatoes."", ""Abdul can trade his tomatoes for Elise's broccoli.""]",4,3,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
val_03609,val,images/val/val_03609.png,What can Tony and Celine trade to each get what they want?,"[""Tony can trade his tomatoes for Celine's broccoli."", ""Celine can trade her almonds for Tony's tomatoes."", ""Tony can trade his tomatoes for Celine's carrots."", ""Celine can trade her broccoli for Tony's oranges.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
train_07400,train,images/train/train_07400.png,What can Erin and Harper trade to each get what they want?,"[""Erin can trade her tomatoes for Harper's carrots."", ""Harper can trade her almonds for Erin's tomatoes."", ""Erin can trade her tomatoes for Harper's broccoli."", ""Harper can trade her broccoli for Erin's oranges.""]",4,2,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3838006208296351
val_01723,val,images/val/val_01723.png,What can Shawn and Mike trade to each get what they want?,"[""Shawn can trade his tomatoes for Mike's broccoli."", ""Mike can trade his almonds for Shawn's tomatoes."", ""Shawn can trade his tomatoes for Mike's sandwich."", ""Mike can trade his broccoli for Shawn's oranges.""]",4,0,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_10760,train,images/train/train_10760.png,What can Paula and Emir trade to each get what they want?,"[""Emir can trade his broccoli for Paula's oranges."", ""Emir can trade his almonds for Paula's tomatoes."", ""Paula can trade her tomatoes for Emir's carrots."", ""Paula can trade her tomatoes for Emir's broccoli.""]",4,3,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_03537,train,images/train/train_03537.png,What can Lara and Elena trade to each get what they want?,"[""Elena can trade her almonds for Lara's tomatoes."", ""Lara can trade her tomatoes for Elena's carrots."", ""Lara can trade her tomatoes for Elena's broccoli."", ""Elena can trade her broccoli for Lara's oranges.""]",4,2,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_05693,train,images/train/train_05693.png,What can Peter and Bill trade to each get what they want?,"[""Peter can trade his tomatoes for Bill's broccoli."", ""Peter can trade his tomatoes for Bill's carrots."", ""Bill can trade his broccoli for Peter's oranges."", ""Bill can trade his almonds for Peter's tomatoes.""]",4,0,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_03146,val,images/val/val_03146.png,What can Quinn and Ling trade to each get what they want?,"[""Quinn can trade his tomatoes for Ling's carrots."", ""Ling can trade her almonds for Quinn's tomatoes."", ""Quinn can trade his tomatoes for Ling's broccoli."", ""Ling can trade her broccoli for Quinn's oranges.""]",4,2,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_03096,val,images/val/val_03096.png,What can Greg and Josie trade to each get what they want?,"[""Greg can trade his tomatoes for Josie's broccoli."", ""Josie can trade her broccoli for Greg's oranges."", ""Josie can trade her almonds for Greg's tomatoes."", ""Greg can trade his tomatoes for Josie's carrots.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_12587,train,images/train/train_12587.png,What can Brennan and Ed trade to each get what they want?,"[""Brennan can trade his tomatoes for Ed's broccoli."", ""Brennan can trade his tomatoes for Ed's carrots."", ""Ed can trade his broccoli for Brennan's oranges."", ""Ed can trade his almonds for Brennan's tomatoes.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_12295,train,images/train/train_12295.png,What can Layla and Emmy trade to each get what they want?,"[""Layla can trade her tomatoes for Emmy's broccoli."", ""Emmy can trade her broccoli for Layla's oranges."", ""Layla can trade her tomatoes for Emmy's carrots."", ""Emmy can trade her almonds for Layla's tomatoes.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_10812,train,images/train/train_10812.png,What can Mia and Edward trade to each get what they want?,"[""Mia can trade her tomatoes for Edward's broccoli."", ""Edward can trade his broccoli for Mia's oranges."", ""Mia can trade her tomatoes for Edward's carrots."", ""Edward can trade his almonds for Mia's tomatoes.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_12480,train,images/train/train_12480.png,What can Lexi and Cindy trade to each get what they want?,"[""Lexi can trade her tomatoes for Cindy's broccoli."", ""Cindy can trade her almonds for Lexi's tomatoes."", ""Cindy can trade her broccoli for Lexi's oranges."", ""Lexi can trade her tomatoes for Cindy's carrots.""]",4,0,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_04290,train,images/train/train_04290.png,What can Wyatt and Gabe trade to each get what they want?,"[""Gabe can trade his almonds for Wyatt's tomatoes."", ""Wyatt can trade his tomatoes for Gabe's broccoli."", ""Gabe can trade his broccoli for Wyatt's oranges."", ""Wyatt can trade his tomatoes for Gabe's carrots.""]",4,1,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_11308,train,images/train/train_11308.png,What can Andrew and Roy trade to each get what they want?,"[""Andrew can trade his tomatoes for Roy's sandwich."", ""Andrew can trade his tomatoes for Roy's broccoli."", ""Roy can trade his almonds for Andrew's tomatoes."", ""Roy can trade his broccoli for Andrew's oranges.""]",4,1,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_03602,val,images/val/val_03602.png,What can Zoe and Miguel trade to each get what they want?,"[""Miguel can trade his almonds for Zoe's tomatoes."", ""Zoe can trade her tomatoes for Miguel's broccoli."", ""Miguel can trade his broccoli for Zoe's oranges."", ""Zoe can trade her tomatoes for Miguel's carrots.""]",4,1,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_02791,val,images/val/val_02791.png,What can Ivan and Abdul trade to each get what they want?,"[""Abdul can trade his almonds for Ivan's tomatoes."", ""Ivan can trade his tomatoes for Abdul's broccoli."", ""Abdul can trade his broccoli for Ivan's oranges."", ""Ivan can trade his tomatoes for Abdul's carrots.""]",4,1,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_05174,train,images/train/train_05174.png,What can Sean and Jason trade to each get what they want?,"[""Jason can trade his broccoli for Sean's oranges."", ""Sean can trade his tomatoes for Jason's broccoli."", ""Sean can trade his tomatoes for Jason's carrots."", ""Jason can trade his almonds for Sean's tomatoes.""]",4,1,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_09338,train,images/train/train_09338.png,What can Sean and Logan trade to each get what they want?,"[""Logan can trade his almonds for Sean's tomatoes."", ""Sean can trade his tomatoes for Logan's broccoli."", ""Logan can trade his broccoli for Sean's oranges."", ""Sean can trade his tomatoes for Logan's carrots.""]",4,1,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_00229,train,images/train/train_00229.png,What can Percy and Cole trade to each get what they want?,"[""Percy can trade his tomatoes for Cole's broccoli."", ""Cole can trade his broccoli for Percy's oranges."", ""Cole can trade his almonds for Percy's tomatoes."", ""Percy can trade his tomatoes for Cole's carrots.""]",4,0,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_06580,train,images/train/train_06580.png,What can Nora and Jenna trade to each get what they want?,"[""Nora can trade her tomatoes for Jenna's broccoli."", ""Nora can trade her tomatoes for Jenna's carrots."", ""Jenna can trade her broccoli for Nora's oranges."", ""Jenna can trade her almonds for Nora's tomatoes.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_01158,train,images/train/train_01158.png,What can Sam and Denise trade to each get what they want?,"[""Denise can trade her broccoli for Sam's oranges."", ""Denise can trade her almonds for Sam's tomatoes."", ""Sam can trade his tomatoes for Denise's sandwich."", ""Sam can trade his tomatoes for Denise's broccoli.""]",4,3,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_02300,val,images/val/val_02300.png,What can Chad and Tessa trade to each get what they want?,"[""Chad can trade his tomatoes for Tessa's broccoli."", ""Chad can trade his tomatoes for Tessa's sandwich."", ""Tessa can trade her broccoli for Chad's oranges."", ""Tessa can trade her almonds for Chad's tomatoes.""]",4,0,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_01349,train,images/train/train_01349.png,What can Damon and Bert trade to each get what they want?,"[""Bert can trade his broccoli for Damon's oranges."", ""Damon can trade his tomatoes for Bert's sandwich."", ""Damon can trade his tomatoes for Bert's broccoli."", ""Bert can trade his almonds for Damon's tomatoes.""]",4,2,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_10372,train,images/train/train_10372.png,What can Belle and Kate trade to each get what they want?,"[""Belle can trade her tomatoes for Kate's sandwich."", ""Kate can trade her almonds for Belle's tomatoes."", ""Belle can trade her tomatoes for Kate's broccoli."", ""Kate can trade her broccoli for Belle's oranges.""]",4,2,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_02329,val,images/val/val_02329.png,What can Ivan and Gavin trade to each get what they want?,"[""Gavin can trade his almonds for Ivan's tomatoes."", ""Ivan can trade his tomatoes for Gavin's broccoli."", ""Gavin can trade his broccoli for Ivan's oranges."", ""Ivan can trade his tomatoes for Gavin's sandwich.""]",4,1,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_00386,val,images/val/val_00386.png,What can Max and Edmond trade to each get what they want?,"[""Max can trade his tomatoes for Edmond's broccoli."", ""Max can trade his tomatoes for Edmond's sandwich."", ""Edmond can trade his broccoli for Max's oranges."", ""Edmond can trade his almonds for Max's tomatoes.""]",4,0,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_03650,val,images/val/val_03650.png,What can Eve and Bonnie trade to each get what they want?,"[""Bonnie can trade her broccoli for Eve's oranges."", ""Bonnie can trade her almonds for Eve's tomatoes."", ""Eve can trade her tomatoes for Bonnie's sandwich."", ""Eve can trade her tomatoes for Bonnie's broccoli.""]",4,3,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_02672,val,images/val/val_02672.png,What can Tom and Debbie trade to each get what they want?,"[""Debbie can trade her broccoli for Tom's oranges."", ""Tom can trade his tomatoes for Debbie's sandwich."", ""Tom can trade his tomatoes for Debbie's broccoli."", ""Debbie can trade her almonds for Tom's tomatoes.""]",4,2,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_10855,train,images/train/train_10855.png,What can Jon and Dakota trade to each get what they want?,"[""Jon can trade his tomatoes for Dakota's carrots."", ""Dakota can trade her broccoli for Jon's oranges."", ""Jon can trade his tomatoes for Dakota's broccoli."", ""Dakota can trade her almonds for Jon's tomatoes.""]",4,2,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_02742,train,images/train/train_02742.png,What can Lacey and Rose trade to each get what they want?,"[""Rose can trade her broccoli for Lacey's oranges."", ""Lacey can trade her tomatoes for Rose's carrots."", ""Lacey can trade her tomatoes for Rose's broccoli."", ""Rose can trade her almonds for Lacey's tomatoes.""]",4,2,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_06316,train,images/train/train_06316.png,What can Haley and Irma trade to each get what they want?,"[""Haley can trade her tomatoes for Irma's broccoli."", ""Irma can trade her broccoli for Haley's oranges."", ""Irma can trade her almonds for Haley's tomatoes."", ""Haley can trade her tomatoes for Irma's carrots.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_10822,train,images/train/train_10822.png,What can Sandra and Zoe trade to each get what they want?,"[""Zoe can trade her almonds for Sandra's tomatoes."", ""Sandra can trade her tomatoes for Zoe's broccoli."", ""Sandra can trade her tomatoes for Zoe's carrots."", ""Zoe can trade her broccoli for Sandra's oranges.""]",4,1,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_09820,train,images/train/train_09820.png,What can Troy and Jason trade to each get what they want?,"[""Troy can trade his tomatoes for Jason's broccoli."", ""Jason can trade his almonds for Troy's tomatoes."", ""Troy can trade his tomatoes for Jason's sandwich."", ""Jason can trade his broccoli for Troy's oranges.""]",4,0,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_00490,train,images/train/train_00490.png,What can Finn and Tiana trade to each get what they want?,"[""Tiana can trade her almonds for Finn's tomatoes."", ""Finn can trade his tomatoes for Tiana's sandwich."", ""Tiana can trade her broccoli for Finn's oranges."", ""Finn can trade his tomatoes for Tiana's broccoli.""]",4,3,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_11560,train,images/train/train_11560.png,What can Kamal and Jake trade to each get what they want?,"[""Jake can trade his broccoli for Kamal's oranges."", ""Kamal can trade his tomatoes for Jake's broccoli."", ""Kamal can trade his tomatoes for Jake's carrots."", ""Jake can trade his almonds for Kamal's tomatoes.""]",4,1,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
train_01649,train,images/train/train_01649.png,What can Bryan and Noah trade to each get what they want?,"[""Bryan can trade his tomatoes for Noah's carrots."", ""Noah can trade his almonds for Bryan's tomatoes."", ""Bryan can trade his tomatoes for Noah's broccoli."", ""Noah can trade his broccoli for Bryan's oranges.""]",4,2,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3808244303539761
val_00465,val,images/val/val_00465.png,Which of the following statements describes the Roman Empire during the Pax Romana?,"[""The Roman Empire only controlled land in Europe and Africa."", ""The Roman Empire controlled parts of Europe, Asia, and Africa."", ""The Roman Empire controlled all of the land around the Caspian Sea.""]",3,1,social science,grade6,world-history,Rome and the Byzantine Empire,The fall of the Western Roman Empire,hint_only,0.3799506275884647
train_11654,train,images/train/train_11654.png,Which of the following statements describes the Roman Empire during the Pax Romana?,"[""The Roman Empire controlled all of the land around the Mediterranean Sea."", ""The Roman Empire only controlled land in Europe and Africa."", ""The Roman Empire controlled all of the land around the Caspian Sea.""]",3,0,social science,grade6,world-history,Rome and the Byzantine Empire,The fall of the Western Roman Empire,hint_only,0.3799506275884647
train_03502,train,images/train/train_03502.png,Which of these cities is marked on the map?,"[""Phoenix"", ""Las Vegas"", ""Denver"", ""San Jose""]",4,0,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
train_00698,train,images/train/train_00698.png,Which of these cities is marked on the map?,"[""Atlanta"", ""Houston"", ""New Orleans"", ""Memphis""]",4,3,social science,grade4,geography,Cities,Cities of the Southeast,none,0.37931360916784335
train_09339,train,images/train/train_09339.png,Which of these cities is marked on the map?,"[""Houston"", ""New Orleans"", ""Nashville"", ""Dallas""]",4,3,social science,grade4,geography,Cities,Cities of the Southeast,none,0.37931360916784335
train_04555,train,images/train/train_04555.png,Which of these cities is marked on the map?,"[""Nashville"", ""Austin"", ""Memphis"", ""New Orleans""]",4,0,social science,grade4,geography,Cities,Cities of the Southeast,none,0.37931360916784335
val_04217,val,images/val/val_04217.png,Which of these cities is marked on the map?,"[""Washington, D.C."", ""Atlanta"", ""New Orleans"", ""San Antonio""]",4,1,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
train_07328,train,images/train/train_07328.png,Which of these cities is marked on the map?,"[""New Orleans"", ""Houston"", ""Dallas"", ""Atlanta""]",4,0,social science,grade4,geography,Cities,Cities of the Southeast,none,0.37931360916784335
train_02179,train,images/train/train_02179.png,Which of these cities is marked on the map?,"[""Chicago"", ""New York City"", ""San Antonio"", ""Atlanta""]",4,0,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
train_01580,train,images/train/train_01580.png,Which of these cities is marked on the map?,"[""Washington, D.C."", ""San Antonio"", ""Denver"", ""Houston""]",4,2,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
train_06703,train,images/train/train_06703.png,Which of these cities is marked on the map?,"[""Boston"", ""Houston"", ""Washington, D.C."", ""St. Louis""]",4,1,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
train_04341,train,images/train/train_04341.png,Which of these cities is marked on the map?,"[""Washington, D.C."", ""Pittsburgh"", ""Boston"", ""New York City""]",4,3,social science,grade4,geography,Cities,Cities of the Northeast,none,0.37931360916784335
train_08417,train,images/train/train_08417.png,Which of these cities is marked on the map?,"[""San Francisco"", ""Portland"", ""Salt Lake City"", ""San Diego""]",4,3,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
train_05443,train,images/train/train_05443.png,Which of these cities is marked on the map?,"[""New York City"", ""Detroit"", ""Philadelphia"", ""New Orleans""]",4,1,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
train_04815,train,images/train/train_04815.png,Which of these cities is marked on the map?,"[""Pittsburgh"", ""Boston"", ""Philadelphia"", ""Baltimore""]",4,0,social science,grade4,geography,Cities,Cities of the Northeast,none,0.37931360916784335
train_11396,train,images/train/train_11396.png,Which of these cities is marked on the map?,"[""New York City"", ""San Antonio"", ""Detroit"", ""Seattle""]",4,3,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
val_02552,val,images/val/val_02552.png,Which of these cities is marked on the map?,"[""Nashville"", ""Charlotte"", ""Oklahoma City"", ""San Antonio""]",4,1,social science,grade4,geography,Cities,Cities of the Southeast,none,0.37931360916784335
train_02496,train,images/train/train_02496.png,Which of these cities is marked on the map?,"[""Boston"", ""New York City"", ""Baltimore"", ""Pittsburgh""]",4,2,social science,grade4,geography,Cities,Cities of the Northeast,none,0.37931360916784335
train_10246,train,images/train/train_10246.png,Which of these cities is marked on the map?,"[""Detroit"", ""Denver"", ""Seattle"", ""Philadelphia""]",4,3,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
train_10102,train,images/train/train_10102.png,Which of these cities is marked on the map?,"[""New York City"", ""Philadelphia"", ""Pittsburgh"", ""Washington, D.C.""]",4,3,social science,grade4,geography,Cities,Cities of the Northeast,none,0.37931360916784335
val_02436,val,images/val/val_02436.png,Which of these cities is marked on the map?,"[""Cleveland"", ""Minneapolis"", ""Kansas City"", ""St. Louis""]",4,2,social science,grade5,geography,Cities,Cities of the Midwest,none,0.37931360916784335
val_00603,val,images/val/val_00603.png,Which of these cities is marked on the map?,"[""San Diego"", ""San Francisco"", ""Las Vegas"", ""Salt Lake City""]",4,3,social science,grade4,geography,Cities,Cities of the West,none,0.37931360916784335
val_02252,val,images/val/val_02252.png,Which of these cities is marked on the map?,"[""Chicago"", ""Detroit"", ""Indianapolis"", ""St. Louis""]",4,1,social science,grade5,geography,Cities,Cities of the Midwest,none,0.37931360916784335
train_06204,train,images/train/train_06204.png,Which of these cities is marked on the map?,"[""Portland"", ""Salt Lake City"", ""San Francisco"", ""San Diego""]",4,2,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
val_03988,val,images/val/val_03988.png,Which of these cities is marked on the map?,"[""Pittsburgh"", ""New York City"", ""Washington, D.C."", ""Boston""]",4,3,social science,grade4,geography,Cities,Cities of the Northeast,none,0.37931360916784335
train_01034,train,images/train/train_01034.png,Which of these cities is marked on the map?,"[""New York City"", ""Pittsburgh"", ""Baltimore"", ""Philadelphia""]",4,3,social science,grade4,geography,Cities,Cities of the Northeast,none,0.37931360916784335
train_02924,train,images/train/train_02924.png,Which of these cities is marked on the map?,"[""Houston"", ""Boston"", ""Washington, D.C."", ""Detroit""]",4,1,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
val_03882,val,images/val/val_03882.png,Which of these cities is marked on the map?,"[""New York City"", ""St. Louis"", ""New Orleans"", ""Boston""]",4,0,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
train_00099,train,images/train/train_00099.png,Which of these cities is marked on the map?,"[""New York City"", ""Philadelphia"", ""Pittsburgh"", ""Washington, D.C.""]",4,3,social science,grade4,geography,Cities,Cities of the Northeast,none,0.37931360916784335
train_00285,train,images/train/train_00285.png,Which of these cities is marked on the map?,"[""Salt Lake City"", ""San Jose"", ""Los Angeles"", ""Portland""]",4,3,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
train_07190,train,images/train/train_07190.png,Which of these cities is marked on the map?,"[""Denver"", ""Portland"", ""Los Angeles"", ""San Francisco""]",4,2,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
train_06957,train,images/train/train_06957.png,Which of these cities is marked on the map?,"[""Portland"", ""San Jose"", ""Las Vegas"", ""Denver""]",4,3,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
train_12145,train,images/train/train_12145.png,Which of these cities is marked on the map?,"[""Salt Lake City"", ""San Francisco"", ""Phoenix"", ""Seattle""]",4,0,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
train_04128,train,images/train/train_04128.png,Which of these cities is marked on the map?,"[""Seattle"", ""San Francisco"", ""Las Vegas"", ""Los Angeles""]",4,0,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
train_10237,train,images/train/train_10237.png,Which of these cities is marked on the map?,"[""Philadelphia"", ""Pittsburgh"", ""Baltimore"", ""New York City""]",4,1,social science,grade5,geography,Cities,Cities of the Northeast,none,0.37931360916784335
train_04655,train,images/train/train_04655.png,Which of these cities is marked on the map?,"[""Boston"", ""New York City"", ""Baltimore"", ""Pittsburgh""]",4,2,social science,grade4,geography,Cities,Cities of the Northeast,none,0.37931360916784335
train_05843,train,images/train/train_05843.png,Which of these cities is marked on the map?,"[""Memphis"", ""Miami"", ""Oklahoma City"", ""San Antonio""]",4,3,social science,grade4,geography,Cities,Cities of the Southeast,none,0.37931360916784335
train_08503,train,images/train/train_08503.png,Which of these cities is marked on the map?,"[""Los Angeles"", ""Denver"", ""Las Vegas"", ""San Jose""]",4,3,social science,grade5,geography,Cities,Cities of the West,none,0.37931360916784335
train_03406,train,images/train/train_03406.png,Which of these cities is marked on the map?,"[""San Antonio"", ""Charlotte"", ""Nashville"", ""Oklahoma City""]",4,3,social science,grade4,geography,Cities,Cities of the Southeast,none,0.37931360916784335
train_00477,train,images/train/train_00477.png,Which of these cities is marked on the map?,"[""St. Louis"", ""New Orleans"", ""Houston"", ""New York City""]",4,1,social science,grade5,geography,Cities,Major U.S. cities,none,0.37931360916784335
train_11331,train,images/train/train_11331.png,What can Jaden and Meg trade to each get what they want?,"[""Meg can trade her broccoli for Jaden's oranges."", ""Jaden can trade his tomatoes for Meg's sandwich."", ""Jaden can trade his tomatoes for Meg's broccoli."", ""Meg can trade her almonds for Jaden's tomatoes.""]",4,2,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3778482398783171
train_11997,train,images/train/train_11997.png,What can Nate and Lola trade to each get what they want?,"[""Nate can trade his tomatoes for Lola's sandwich."", ""Nate can trade his tomatoes for Lola's broccoli."", ""Lola can trade her almonds for Nate's tomatoes."", ""Lola can trade her broccoli for Nate's oranges.""]",4,1,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3778482398783171
val_04011,val,images/val/val_04011.png,What can Riley and Ken trade to each get what they want?,"[""Riley can trade her tomatoes for Ken's broccoli."", ""Ken can trade his broccoli for Riley's oranges."", ""Riley can trade her tomatoes for Ken's sandwich."", ""Ken can trade his almonds for Riley's tomatoes.""]",4,0,social science,grade6,economics,Basic economic principles,Trade and specialization,hint_only,0.3778482398783171
train_03223,train,images/train/train_03223.png,What can Bill and Nora trade to each get what they want?,"[""Bill can trade his tomatoes for Nora's broccoli."", ""Nora can trade her almonds for Bill's tomatoes."", ""Nora can trade her broccoli for Bill's oranges."", ""Bill can trade his tomatoes for Nora's carrots.""]",4,0,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3778482398783171
train_03974,train,images/train/train_03974.png,What can Josie and Eve trade to each get what they want?,"[""Eve can trade her broccoli for Josie's oranges."", ""Josie can trade her tomatoes for Eve's carrots."", ""Josie can trade her tomatoes for Eve's broccoli."", ""Eve can trade her almonds for Josie's tomatoes.""]",4,2,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3778482398783171
train_05315,train,images/train/train_05315.png,What can Seth and Mary trade to each get what they want?,"[""Seth can trade his tomatoes for Mary's carrots."", ""Seth can trade his tomatoes for Mary's broccoli."", ""Mary can trade her broccoli for Seth's oranges."", ""Mary can trade her almonds for Seth's tomatoes.""]",4,1,social science,grade8,economics,Basic economic principles,Trade and specialization,hint_only,0.3778482398783171
val_02046,val,images/val/val_02046.png,What can Eli and Pedro trade to each get what they want?,"[""Pedro can trade his almonds for Eli's tomatoes."", ""Pedro can trade his broccoli for Eli's oranges."", ""Eli can trade his tomatoes for Pedro's broccoli."", ""Eli can trade his tomatoes for Pedro's carrots.""]",4,2,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3778482398783171
val_03288,val,images/val/val_03288.png,What can Jim and Sasha trade to each get what they want?,"[""Jim can trade his tomatoes for Sasha's carrots."", ""Sasha can trade her almonds for Jim's tomatoes."", ""Sasha can trade her broccoli for Jim's oranges."", ""Jim can trade his tomatoes for Sasha's broccoli.""]",4,3,social science,grade7,economics,Basic economic principles,Trade and specialization,hint_only,0.3778482398783171
